Long,Lat,OGF_ID,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,OBJECTID
-79.5014085255189,43.69710008728,127906807,Shoppers Drug Mart #869,1533 Jane Street, , ,Toronto,M9N2R2,759370
-79.50224321736421,43.6016860704959,127906808,Shoppers Drug Mart #959,2850 Lakeshore Boulevard, , ,Toronto,M8V1J2,759371
-79.26531996217629,43.8331790220792,127906817,Shoppers Drug Mart,5671 Ave East,Suite ELES, ,Toronto,M1V5P6,759380
-79.5315913346922,43.692016584982206,127906822,Drugtown Pharmacy,1500 Royal York Road, , ,Toronto,M9P3B6,759385
-79.5574464361407,43.6152063703026,127906823,Sherway Pharmasave,1750 The Queensway, , ,Toronto,M9C5H5,759386
-79.21872413941921,43.744057008628396,127906824,Health Pharmacy,205 Markham Road,Unit 2, ,Toronto,M1J3C3,759387
-79.3936281901632,43.6860341903514,127906826,Pharmasave Balmoral Chemists,1366 Yonge Street,Unit 100, ,Toronto,M4T3A7,759389
-79.4132860043837,43.775930105189,127906830,Northtown Way Pharmacy,10 Northtown Way,Unit 114, ,Toronto,M2N7L4,759393
-79.2670502538027,43.7320312042852,127906831,Health Smart Pharmacy,2425 Eglinton Avenue East,Unit 10, ,Toronto,M1K5G8,759394
-79.24960805744921,43.8365383233953,127906833,Markham Discount Pharmacy,6055 Steeles Avenue East,"Unit 123, Suite ELES", ,Toronto,M1X0A7,759396
-79.3817577829242,43.646806384015,127906839,Shoppers Drug Mart 997,66 Wellington Street West,Unit 10, ,Toronto,M5K1A1,759402
-79.5315913346922,43.692016584982206,127906848,Drugtown Pharmacy,1500 Royal York Road, , ,Toronto,M9P3B6,759411
-79.49789411690679,43.6122326725512,127906856,The Drugstore Pharmacy #4113,220 Royal York Road, , ,Toronto,M8V2V7,759419
-79.4768043117392,43.6298691766294,127906857,Lakeshore West Pharmacy,2083 Lake Shore Boulevard West,Unit 3, ,Toronto,M8V4G2,759420
-79.3805206828402,43.650340584693204,127906860,Shoppers Drug Mart 1441,333 Bay Street, , ,Toronto,M5H2R2,759423
-79.2403131473842,43.7561690097541,127906865,Burnview Drugs,3225 Lawrence Avenue East, , ,Toronto,M1H3C2,759428
-79.24467435359671,43.810807919122496,127906866,Clinicare Discount Pharmacy,2250 Markham Road,Unit 3, ,Toronto,M1B2W4,759429
-79.4464301029389,43.6398870797997,127906871,Sunnyside Medical Pharmacy,29 Roncesvalles Avenue, , ,Toronto,M6R2K4,759434
-79.3515719785484,43.7065382958992,127906875,Icare Pharmacy Services,2 Thorncliffe Park Drive,Unit 26, ,Toronto,M4H1H2,759438
-79.4546108154894,43.7524063991476,127906882,M&d Shepphaer Pharmacy,872 Sheppard Avenue West, , ,Toronto,M3H5V5,759445
-79.3200610654922,43.6724546913769,127906886,L&a Pharmacy,1485 Gerrard Street East, , ,Toronto,M4L2A4,759449
-79.34334737604291,43.707899396519295,127906890,Thornlea Pharmacy,62 Overlea Boulevard,Unit 4A, ,Toronto,M4H1C4,759453
-79.391731186381,43.649942584103606,127907148,Shoppers Drug Mart 1414,260 Queen Street West, , ,Toronto,M5V1Z8,759461
-79.3958491928386,43.7083362941599,127907155,"Danylak, M Md",89 Roehampton Avenue, , ,Toronto,M4P1P9,759468
-79.2163887385786,43.742984008548206,127907156,Metro Pharmacy #528,3221 Eglinton Avenue East, , ,Toronto,M1J2H7,759469
-79.2312630445979,43.757374310383994,127907158,Loblaw Pharmacy #4932,3401 Lawrence Avenue East, , ,Toronto,M1H1B2,759471
-79.40851759226369,43.6559529843806,127907166,Shoppers Drug Mart #1026,463 College Street, , ,Toronto,M6G4C1,759479
-79.3460275767131,43.7057952960259,127907167,Shoppers Drug Mart #871,45 Overlea Boulevard, , ,Toronto,M4H1C3,759480
-79.3859389950513,43.769155205275496,127907169,Shoppers Drug Mart # 957,2901 Bayview Avenue,Unit 7A, ,Toronto,M2K1E6,759482
-79.4219722964084,43.6542910834644,127907171,Wellcare College Pharmacy,815 College Street, , ,Toronto,M6G1C9,759484
-79.4393140110125,43.75697700066011,127907174,Melimar Allergy Laboratory Inc,4430 Bathurst Street,Suite 203, ,Toronto,M3H3S3,759487
-79.51976962822509,43.6615134801849,127907176,Shoppers Drug Mart #837,270 The Kingsway, , ,Toronto,M9A3T7,759489
-79.3645955891288,43.779249808034706,127907188,Shoppers Drug Mart,4865 Leslie Street, , ,Toronto,M2J2K8,759501
-79.3290408784395,43.78680431100861,127907195,Pleasant View Pharmacy,2754 Victoria Park Avenue, , ,Toronto,M2J4A8,759508
-79.259008055173,43.77675551249639,127907200,Shoppers Drug Mart #860,300 Borough Drive, , ,Toronto,M1P2P5,759513
-79.224055742609,43.7609483113437,127907204,Shoppers Drug Mart #800,629 Markham Road, , ,Toronto,M1H2A4,759517
-79.5270602387712,43.7542722960946,127907206,Total Health Pharmacy,2115 Finch Avenue West, , ,Toronto,M3N2V6,759519
-79.385082585842,43.6679251875695,127907207,Pace Pharmacy,14 Isabella Street, , ,Toronto,M4Y1N1,759520
-79.4564816123871,43.710632191743706,127907209,Villa Colombo,40 Playfair Avenue, , ,Toronto,M6B2P9,759522
-79.52640152679409,43.621362372829,127907224,Get Well Pharmacy,1278 The Queensway,Unit 4, ,Toronto,M8Z1S3,759537
-79.52492953355909,43.703201387252705,127907238,Weston Drug Mart,2159 Weston Road, , ,Toronto,M9N1X8,759551
-79.3700422789922,43.64458618416779,127907499,The Drugstore Pharmacy #1079,10 Lower Jarvis Street, , ,Toronto,M5E1Z2,759564
-79.25101765292459,43.780220013473205,127907502,Guardian Corporate Pharmacy,78 Corporate Drive,Unit 7, ,Toronto,M1H3G4,759567
-79.38085068222091,43.6420950832294,127907507,Morelli's Pharmacy,15 York Street, , ,Toronto,M5J0A3,759572
-79.5843727559304,43.7416935912151,127907520,Shoppers Drug Mart #925,1530 Albion Road, , ,Toronto,M9V1B4,759585
-79.6044985622687,43.7408153901198,127907525,Etobicoke Centre Pharmacy,40 Westmore Drive, , ,Toronto,M9V4C2,759590
-79.31198606966909,43.7491982052137,127907529,Greylawn Pharmacy,1945 Victoria Park Avenue, , ,Toronto,M1R1V1,759594
-79.3260748782974,43.7959094127398,127907531,Royal Crest Pharmacy,3065 Pharmacy Avenue, , ,Toronto,M1W2H1,759596
-79.3221897671774,43.6839009932881,127907536,Shoppers Drug Mart #500,1630 Danforth Avenue, , ,Toronto,M4C1H6,759601
-79.3553890771724,43.6770695905513,127907554,City Pharmacy,238 Danforth Avenue, , ,Toronto,M4K1N4,759619
-79.3830286846499,43.6618226865933,127907562,Shoppers Drug Mart #943,465 Yonge Street, , ,Toronto,M4Y1X4,759627
-79.38451108593459,43.671049588144506,127907563,Shoppers Drug Mart #807,20 Bloor Street East, , ,Toronto,M4W3G7,759628
-79.2344097472588,43.7761670135318,127907566,Specialty Rx,2060 Ellesmere Road, , ,Toronto,M1H2V6,759631
-79.2209273400377,43.7430828083558,127907570,Best Care Village Pharmacy,3170 Eglinton Avenue East, , ,Toronto,M1J2H3,759635
-79.3760971816534,43.6528912853461,127907572,Woodgreen Pharmacy,69 Queen Street East,Unit 101, ,Toronto,M5C1R8,759637
-79.39002688554758,43.646645883603604,127907581,Fosterbrooke-Ltc Facility,330 King Street West, , ,Toronto,L0A1H0,759646
-79.57311854448959,43.6531915762383,127902776,Healthplex Pharmacy,452 Rathburn Road,Unit 2, ,Toronto,M9C3S8,759650
-79.4033927907612,43.657452784881706,127902777,Medical Pharmacy,340 College Street, , ,Toronto,M5T3A9,759651
-79.42156839794809,43.6732320868079,127902779,Metro Medical Pharmacy,351 Christie Street, , ,Toronto,M6G3C2,759653
-79.2196494453848,43.8084303198651,127902789,Medical Pharmacy,1333 Neilson Road,Unit 110, ,Toronto,M1B4Y9,759663
-79.2908500568433,43.680147194078906,127902790,Beech Medical Pharmacy,855 Kingston Road, , ,Toronto,M4E1R9,759664
-79.28913035633059,43.680560694231005,127902798,Vitality Compounding Pharmacy,918 Kingston Road, , ,Toronto,M4E1S5,759672
-79.2695535524235,43.70725079982179,127902802,Pharmasave Pharmacy,462 Birchmount Road, , ,Toronto,M1K1N8,759676
-79.34786968372171,43.77852030868421,127902811,Agincourt Allergy Cen 2002 Ltd,5 Fairview Mall Drive,Suite 470, ,Toronto,M2J2Z1,759685
-79.5556025408563,43.6751986809144,127902815,Shoppers Drug Mart #893,201 Lloyd Manor Road, , ,Toronto,M9B6H6,759689
-79.4356207008575,43.6553884830235,127902816,Wal-Mart Pharmacy,900 Dufferin Street, , ,Toronto,M6H4A9,759690
-79.3252118735234,43.745004703865604,127902822,Shoppers Drug Mart #895,51 Underhill Drive, , ,Toronto,M3A2J8,759696
-79.39314438729991,43.655266384973004,127902824,Mon Sheong Home,36 D'arcy Street, , ,Toronto,M5T1J7,759698
-79.36594717828609,43.651418785557794,127902831,Loblaw Pharmacy #4354,200 Front Street East, , ,Toronto,M5A4T9,759705
-79.4218140991374,43.685831289007,127902832,Rose of Sharon Korean Ltc,17 Maplewood Avenue, , ,Toronto,M6C4B3,759706
-79.503846617795,43.6007764702615,127902833,Don Russell Drug Mart,2891 Lakeshore Boulevard West, , ,Toronto,M8V1J1,759707
-79.22413684250292,43.759448411077,127902843,One Stop Medical Pharmacy,3585 Lawrence Avenue East,Unit 1A, ,Toronto,M1G1P4,759717
-79.2233948422718,43.7595173111234,127902844,Mercury Drugs,3601 Lawrence Avenue East,Unit 14, ,Toronto,M1G1P5,759718
-79.2264154434513,43.761949311410106,127902845,Boniface Park Medical Pharmacy,700 Markham Road, , ,Toronto,M1H2A7,759719
-79.2952326701437,43.8151507175381,127902852,A & W Pharmacy,385 Silver Star Boulevard,Unit 102B, ,Toronto,M1V0E3,759726
-79.5224687326864,43.7022070871933,127902853,Friendly Care West King Phmcy,2077 Weston Road, , ,Toronto,M9N1X7,759727
-79.2851736579123,43.7129414000979,127902860,Providence St J& St M Hlt Care,3276 Saint Clair Avenue East, , ,Toronto,M1L1W1,759734
-79.40451089772391,43.732348797966296,127902866,Shoppers Drug Mart #1240,3366 Yonge Street, , ,Toronto,M4N2M7,759740
-79.31449856979741,43.7415543037576,127902867,Victoria Terrace Pharmacy,1448 Lawrence Avenue East,Unit 207, ,Toronto,M4A2V6,759741
-79.3661380837782,43.7131212963781,127902868,Leaside Community Pharmacy,795 Eglinton Avenue East, , ,Toronto,M4G4E4,759742
-79.5570730429387,43.69341118403771,127902869,Shoppers Drug Mart #974,1735 Kipling Avenue,Unit 2, ,Toronto,M9R2Y8,759743
-79.4034770914863,43.6653854862705,127903098,Spadina Medical Pharmacy,720 Spadina Avenue,Unit 100, ,Toronto,M5S2T9,759750
-79.3967610896058,43.66835978710421,127903104,Shoppers Drug Mart #1410,236 Bloor Street West, , ,Toronto,M5S1T8,759756
-79.3455785743208,43.6802442915631,127903105,Nisbett Lodge,740 Pape Avenue, , ,Toronto,M4K3S7,759757
-79.5250839383055,43.7561250965111,127903107,Total Health Pharmacy,2100 Finch Avenue West, , ,Toronto,M3N2Z9,759759
-79.4874596253802,43.7457418964499,127903108,Wellcare Pharmacy,3352 Keele Street, , ,Toronto,M3J1L5,759760
-79.2522299467351,43.7054810003119,127903111,Danny's Drugstore Inc,2284 Kingston Road, , ,Toronto,M1N1T9,759763
-79.2504890537947,43.79199771556029,127903115,Pharma-Cita,4810 Sheppard Avenue East,Unit 224, ,Toronto,M1S5M8,759767
-79.2940573668977,43.782689311911405,127903118,Rmdy's Rx Shepherd Vllge Phmcy,3760 Sheppard Avenue East, , ,Toronto,M1T3K9,759770
-79.371779581622,43.6681992882344,127903128,St James Drug Mart,240 Wellesley Street East,Unit 118, ,Toronto,M4X1G5,759780
-79.3255123686628,43.6887330939825,127903130,Rumball Drug Mart,553 Sammon Avenue, , ,Toronto,M4C2E1,759782
-79.2941421621063,43.7280530023336,127903133,Wal-Mart Pharmacy,1900 Eglinton Avenue East, , ,Toronto,M1L2L9,759785
-79.44314270521359,43.677590386570394,127903137,Downtown Dispensary Ii,1678 Dufferin Street,Unit B, ,Toronto,M6H3M1,759789
-79.41241999610699,43.6854499893764,127903138,Cedarville Terrace,429 Walmer Road, , ,Toronto,M5P2X9,759790
-79.39785029353129,43.708949194174394,127903141,Shoppers Drug Mart,2345 Yonge Street, , ,Toronto,M4P1E4,759793
-79.33209506850079,43.6629813891562,127903153,Leslie Grove Pharmacy,1176 Queen Street East, , ,Toronto,M4M1L4,759805
-79.36160388748071,43.77142550680411,127903156,Main Drug Mart,1333 Sheppard Avenue East, , ,Toronto,M2J2Y5,759808
-79.392000798938,43.79117130884621,127903159,Main Drug Mart,3265 Bayview Avenue, , ,Toronto,M2K1G4,759811
-79.2677952541385,43.7331426044455,127903165,Shoppers Drug Mart #826,2428 Eglinton Avenue East, , ,Toronto,M1K2P7,759817
-79.3302010695822,43.682168692613104,127903170,New Day Danforth Pharmacy Inc,1288 Danforth Avenue, , ,Toronto,M4J1M6,759822
-79.2261707463512,43.795749317342995,127903175,Lapsley Ida Pharmacy,27 Lapsley Road, , ,Toronto,M1B1K1,759827
-79.39384428626491,43.640955282426994,127903178,Metropolitan Pharmacy,4 Spidina Avenue,Unit G, ,Toronto,M5V3Z9,759830
-79.3467683793022,43.7324815006709,127903180,Thompson House,1 Overland Drive, , ,Toronto,M3C2C3,759832
-79.3721674802089,43.6507186851466,127903181,Shoppers Drug Mart #1351,18 Jarvis Street, , ,Toronto,M5E1N1,759833
-79.4957853209276,43.665449281992,127903186,The Drug Store Pharmacy #1099,3671 Dundas Street West, , ,Toronto,M6S2T3,759838
-79.28228736208992,43.7708327103806,127903188,Metro Pharmacy #535,16 William Kitchen Boulevard, , ,Toronto,M1P5B7,759840
-79.4684736229314,43.7863950044477,127903189,Main Drug Mart,5 The Market Place, , ,Toronto,M4C5M2,759841
-79.34646768028492,43.744702502826605,127903190,Procare Pharmacy,1262 Don Mills Road, , ,Toronto,M3B2W7,759842
-79.3115657720318,43.7774794101871,127903191,Fars Medical Pharmacy,3251 Sheppard Avenue East,Unit 101, ,Toronto,M1T3W5,759843
-79.31984126566479,43.6752180918723,127903193,Prohealth Pharmacy,343 Coxwell Avenue,Unit 3, ,Toronto,M4L3B5,759845
-79.5521779359919,43.632532773589894,127903424,Cloverdale Clinic Pharmacy,225 The East Mall,Unit 9, ,Toronto,M9B6J1,759846
-79.3070832707606,43.7793012107141,127903427,Sheppard Warden Pharmacy,3410 Sheppard Avenue East, , ,Toronto,M1T3K4,759849
-79.42130569693751,43.662713284974004,127903431,Omni Pharmacy,799 Bloor Street West, , ,Toronto,M6G1L8,759853
-79.3066352723891,43.79934101424279,127903432,Careplus Drug Mart,2950 Birchmount Road,Unit 9, ,Toronto,M1W3G5,759854
-79.43803090879929,43.7366151971546,127903433,Skyway Pharmacy,348 Wilson Avenue, , ,Toronto,M3H1S9,759855
-79.4593796100804,43.6740629851968,127903436,Green Medical Pharmacy,1705 St Clair Avenue West, , ,Toronto,M6N1J2,759858
-79.3768695835524,43.67168218860989,127903438,"Stein, Raymond Dr",600 Sherbourne Street,Suite 415, ,Toronto,M4X1W4,759860
-79.506734221969,43.6377091766144,127903439,Ivan Franko Home (Etobicoke),767 Royal York Road, , ,Toronto,M8Y2T3,759861
-79.36601177911541,43.660621187171095,127903446,Main Drug Mart,1 Oak Street,Unit 1, ,Toronto,M5A0A1,759868
-79.54313804364891,43.75145199485021,127903447,Finch-Weston Medical Pharmacy,2367 Finch Avenue West, , ,Toronto,M9M2W8,759869
-79.38014718375759,43.6621287867807,127903449,Loblaw Pharmacy #1007,60 Carlton Street, , ,Toronto,M5B1J2,759871
-79.3254928763305,43.7757729092422,127903458,Food Basics Pharmacy #533,2452 Sheppard Avenue East, , ,Toronto,M2J1X1,759880
-79.4016962893318,43.6473553831872,127903460,Loblaw Pharmacy #1000,585 Queen Street West, , ,Toronto,M5V2B7,759882
-79.37616168199591,43.6565538859864,127903470,Metro Drugs,129 Dundas Street East, , ,Toronto,M5B2N6,759892
-79.30931686932091,43.75491480633921,127903471,Global Drug Mart,Pharmacy Avenue,Unit 2 - 501, ,Toronto,M1L3G7,759893
-79.5320454322445,43.6627210798248,127903473,Shoppers Drug Mart #1341,1500 Islington Avenue, , ,Toronto,M9A3L8,759895
-79.32601236829241,43.6827050929012,127903478,Main Drug Mart,1473 Danforth Avenue, , ,Toronto,M4J1N5,759900
-79.276979156815,43.7302194035079,127903480,Eglinton Discount Pharmacy,Eglinton Avenue East,"Unit A, 4 2466", ,Toronto,M1K5J8,759902
-79.3864212858598,43.6632739866909,127903485,Globaldrug Mart,901 Bay Street, , ,Toronto,M5S3K6,759907
-79.5232764376952,43.755746796529294,127903486,Oakdale Pharmacy,2065 Finch Avenue West, , ,Toronto,M3N2V7,759908
-79.58944625754141,43.74161929096479,127903487,Albion Finch Pharmacy,6230 Finch Avenue West,Unit A102, ,Toronto,M9V0A1,759909
-79.4181560937687,43.6381220808019,127903494,Liberty Market Pharmacy,171 East Liberty Street, , ,Toronto,M6K3P6,759916
-79.5620067371366,43.61003186918139,127903495,Mccall Centre Long Term Care,140 Sherway Drive, , ,Toronto,M9C1A4,759917
-79.4514901058278,43.654368482107294,127903496,Datu's Pharmacy,2238 Dundas Street West, , ,Toronto,M6R3A9,759918
-79.5250839383055,43.7561250965111,127903499,"Greenwald, Dr Mark",2100 Finch Avenue West,Suite 312, ,Toronto,M3N2Z9,759921
-79.2237914409282,43.7428002081739,127903500,Walmart Pharmacy,3132 Eglinton Avenue East, , ,Toronto,M1J2H1,759922
-79.2906428576142,43.689679295762204,127903507,Metro Pharmacy #537,3003 Danforth Avenue, , ,Toronto,M4C1M9,759929
-79.25722835087291,43.734394105153896,127903516,Midland Eglinton,2555 Eglinton Avenue East,Unit 4, ,Toronto,M1K5J1,759938
-79.55951643622159,43.6086500690548,127903517,Queens Medical Pharmacy,200 Sherway Drive, , ,Toronto,M9C0A7,759939
-79.4281233970151,43.6388980804758,127903757,International Pharmacy,1218 King Street West, , ,Toronto,M6K1G4,759947
-79.23167814661029,43.778717014105,127903760,Henry's Drugs,1221 Markham Road,Unit 4, ,Toronto,M1H3E2,759950
-79.33617817971151,43.775405708681895,127903763,Legacy Pharmacy,2035 Sheppard Avenue East,Unit 5, ,Toronto,M2J0A8,759953
-79.37702368363149,43.6720226886625,127903765,Bloor-Sherbourne Pharmacy,608 Sherbourne Street, , ,Toronto,M4X1X6,759955
-79.22180864023571,43.742130808148204,127903766,Total Care Pharmacy,3155 Eglinton Avenue East, , ,Toronto,M1J2G2,759956
-79.4377748104226,43.755864500537,127903769,New Canyon Pharmacy,564 Sheppard Avenue West, , ,Toronto,M3H2R9,759959
-79.2511986465354,43.70695830061889,127903770,Cliffside Pharmacy,2340 Kingston Road, , ,Toronto,M1N1V2,759960
-79.488360326478,43.75487359800611,127903778,Yorkview Chemist,3695 Keele Street, , ,Toronto,M3J1N2,759968
-79.40119839006479,43.6574934849906,127903781,Royal Care Pharmacy,295 College Street, , ,Toronto,M5T1S2,759971
-79.55988214651391,43.7236086891952,127903783,Islington Ida Pharmacy,2428 Islington Avenue, , ,Toronto,M9W3X8,759973
-79.2934667585599,43.6901818957199,127903786,Care and Health Pharmacy,2928 Danforth Avenue, , ,Toronto,M4C1M1,759976
-79.33338467053221,43.6814158923335,127903790,Danforth Medical Pharmacy,1156 Danforth Avenue, , ,Toronto,M4J1M3,759980
-79.2270078434503,43.7597868110036,127903792,Pharmasave Cedercourt Pharmacy,3480 Lawrence Avenue East,Unit A5, ,Toronto,M1H1A9,759982
-79.4309518055459,43.725377995515395,127903801,Premier Phrm &Compound Ctr Ltd,3323 Bathurst Street, , ,Toronto,M6A2B7,759991
-79.3236046676378,43.684000893240096,127903805,Rohallion Immune Products,717 Coxwell Avenue, , ,Toronto,M4C3C1,759995
-79.5116855309822,43.721776091124106,127903809,Wal-Mart Pharmacy #1151,2202 Jane Street, , ,Toronto,M3M1A4,759999
-79.3941119990659,43.78500970767,127903810,Carefree Lodge,306 Finch Avenue East, , ,Toronto,M2N4S5,760000
-79.4539565118601,43.71378189241321,127903822,John & Jack Pharmacy,787 Lawrence Avenue West, , ,Toronto,M6A1C2,760012
-79.44434731477891,43.7813221046855,127903828,Health Solutions Pharmacy,5927 Bathurst Street, , ,Toronto,M2R3T5,760018
-79.54509742998279,43.589968866443904,127903843,Solara Pharmacy,3857 Lake Shore Boulevard West, , ,Toronto,M8W0A2,760033
-79.5020531245652,43.6839974849532,127904106,Forest Hill Pharmacy,Eglinton Avenue West,102=491, ,Toronto,M5N1A8,760042
-79.3229607673775,43.68337759316049,127904108,Icare Discount Pharmacy,1577 Danforth Avenue,Unit 6, ,Toronto,M4C1H7,760044
-79.2819287616694,43.767365809789894,127904113,Blue Rose Pharmacy,1910 Kennedy Road,Unit 5 & 6, ,Toronto,M1P2L8,760049
-79.2809223614368,43.768374110013106,127904116,Progress Medical Pharmacy,1939 Kennedy Road,Unit 1, ,Toronto,M1P2L9,760052
-79.4193133946431,43.6438665817572,127904126,Shoppers Drug Mart 1362,1033 Queen Street West,Unit A, ,Toronto,M6J0A6,760062
-79.5448453336716,43.632710573962605,127904135,Etobicoke First Pharmacy,5468 Dundas Street West,Unit 104, ,Toronto,M9B6E3,760071
-79.4478638083482,43.6960394895866,127904139,Northcliffe Pharmacy,1751 Eglington Avenue West, , ,Toronto,M6E2H7,760075
-79.5223102275897,43.645153477196104,127904142,Medi-Place Pharmacy,3300 Bloor Street West, , ,Toronto,M8X2W8,760078
-79.4885361221837,43.705798689404105,127904150,Lawrence Medical Pharmacy,1575 Lawrence Avenue West,Unit 4, ,Toronto,M6L1C3,760086
-79.3702708794113,43.6485275848496,127904156,Main Drug Mart,140 Esplanade, , ,Toronto,M5A4P5,760092
-79.55376764389341,43.7160516881577,127904159,Procare Pharmacy,2257 Islington Avenue,Unit 103, ,Toronto,M9W3W6,760095
-79.30175766105309,43.6884306950289,127904161,Main Drug Mart,2558 Danforth Avenue, , ,Toronto,M4C1L3,760097
-79.3756378830254,43.670158588399495,127904168,Shoppers Drug Mart 1322,565 Sherbourne Street,Unit 40, ,Toronto,M4X1W7,760104
-79.5843727559304,43.7416935912151,127904169,Drug Store Pharmacy #4576,1530 Albion Road, , ,Toronto,M9V1B4,760105
-79.4208482985335,43.682477588463605,127904174,Pharmacia,553 St Clair Avenue West, , ,Toronto,M6C1A3,760110
-79.270866058253,43.7687116105381,127904184,Metropolitan Pharmacy,2025 Midland Avenue,Suite 101, ,Toronto,M1P3E2,760120
-79.3391626712975,43.6691439899113,127904188,Wal-Mart Pharmacy,1000 Gerrard Street, , ,Toronto,M4M3G6,760124
-79.35704657819659,43.68269959146271,127904192,Pharmacare Drug Mart,959 Broadview Avenue, , ,Toronto,M4K2R5,760128
-79.4033927907612,43.657452784881706,127904198,Amin Management Limited,340 College Street,Suite 210, ,Toronto,M5T3A9,760134
-79.54203504344359,43.7531003951901,127904199,Sherbourne Pharmacy,2300 Finch Avenue West,Unit 26, ,Toronto,M9M2Y3,760135
-79.3839956849259,43.66145338648371,127904201,Maple Leaf Medical Pharmacy,14 College Street, , ,Toronto,M9V1H3,760137
-79.2700062509405,43.6887169965473,127904448,Mina Drug Store,1474 Kingston Road, , ,Toronto,M1N1R6,760139
-79.5398211415057,43.73924269286879,127904451,Woodview Medical Pharmacy,3236 Weston Road, , ,Toronto,M9M2T8,760142
-79.3450951723672,43.65977238799071,127904454,Wholesome Pharmacy,811 Queen Street East,Unit A, ,Toronto,M4M1H8,760145
-79.538082632193,43.6403674756216,127904473,Shoppers Drug Mart #863,5230 Dundas Street West,Six Points Plaza, ,Toronto,M9B1A8,760164
-79.38048128413541,43.665212987306795,127904481,Cw Health Pharmacy,491 Church Street,Upstairs, ,Toronto,M4Y2C6,760172
-79.439266105772,43.697923590316705,127904486,Drug Centre Discount Pharmacy,1473 Eglinton Avenue West, , ,Toronto,M6E2G6,760177
-79.48075902147251,43.7257788932669,127904489,Regency Pharmacy,2737 Keele Street, , ,Toronto,M3M2E9,760180
-79.2632782566605,43.7781473125424,127904493,Loblaw Pharmacy #2809,1775 Brimley Road, , ,Toronto,M1P0A3,760184
-79.3907252867791,43.65811688558579,127904496,Princess Margaret Outpatient P,610 University Avenue,"Main Floor, Room M, Outpatient Phcy Dept -810", ,Toronto,M5G2M9,760187
-79.47815581908671,43.70821269031071,127904499,Demarco Pharmacy,2394 Keele Street, , ,Toronto,M6M4A5,760190
-79.54506483932892,43.6958712850292,127904503,Loblaw Pharmacy #4593,245 Dixon Road, , ,Toronto,M9P2M4,760194
-79.2165280387462,43.744384508787405,127904504,Markham Eglinton Pharmacy,3250 Eglinton Avenue East, , ,Toronto,M1J2H6,760195
-79.388998686236,43.6582043856812,127904514,Transplant Outpatent Pharmacy,585 University Avenue,"Floor  12, Room 1202, Toronto General Hospital", ,Toronto,M5G2N2,760205
-79.2805653608148,43.762615909020795,127904532,Kennedy Lodge Nursing Home,1400 Kennedy Road, , ,Toronto,M1P4V6,760223
-79.3296124725858,43.7184318990032,127904538,Allcures Pharmacy,31 St Dennis Drive,Unit 1, ,Toronto,M3C1G7,760229
-79.30498446202151,43.687728194756296,127904539,Danforth Neighbourhood Pharmac,2416 Danforth Avenue, , ,Toronto,M4C1K9,760230
-79.349998677852,43.7043342955856,127904540,Main Drug Mart,25 Overlea Boulevard,Unit 4, ,Toronto,M4H1P9,760231
-79.5854962561509,43.7401460908919,127904541,Shoppers Simply Pharmacy,1525 Albion Road, , ,Toronto,M9V5G5,760232
-79.56016843954,43.6438779752084,127904544,Loblaw Pharmacy #1066,380 The East Mall, , ,Toronto,M9B6L5,760235
-79.5142140335235,43.74132849442929,127904797,Homa Pharmacy,2698 Jane Street, , ,Toronto,M3L1S5,760239
-79.4126078964663,43.688845089963294,127904802,Apotheca Compounding Pharmacy,417 Spadina Road, , ,Toronto,M5P2W3,760244
-79.3831842839435,43.6532259850765,127904805,Zara's Pharmacy,1908 B, , ,Toronto,M4L2C1,760247
-79.4287629992206,43.661631884437895,127904810,Shoppers Drup Mart #1377,958 Bloor Street West, , ,Toronto,M6H1L6,760252
-79.43531350833571,43.74117369807939,127904811,Shoppers Drug Mart #838,3874 Bathurst Street, , ,Toronto,M3H3N3,760253
-79.45212121133929,43.7145129926267,127904814,Shoppers Drug Mart #821,770 Lawrence Avenue West, , ,Toronto,M6A3C6,760256
-79.28363156696359,43.8211207191208,127904819,Brmc Pharmacy,3333 Brimley Road,Unit 2, ,Toronto,M1V2J7,760261
-79.2970140596261,43.689426095423094,127904820,Medicare Drug Mart,2772 Danforth Avenue, , ,Toronto,M4C1L7,760262
-79.36920518076491,43.667792588282296,127904821,Medicare Drug Mart,599 Parliament Street, , ,Toronto,M4X1P9,760263
-79.3741717820798,43.664727487514,127904822,Medicare Drug Mart,410 Sherbourne Street, , ,Toronto,M4X1K2,760264
-79.43318140227849,43.6803339875146,127904826,Glenholme Pharmacy,896 St Clair Avenue West, , ,Toronto,M6C1C5,760268
-79.220674945504,43.8060645194035,127904828,Medicine Shoppe Pharmacy,27 Tapscott Road,Unit 2, ,Toronto,M1B4Y7,760270
-79.38353268306,43.6419092830725,127904834,Infinity Health Pharmacy,35 Lower Simcoe Street, , ,Toronto,M5J3A6,760276
-79.4127582947029,43.6682934863502,127904843,Vermont Square,914 Bathurst Street, , ,Toronto,M5R3G5,760285
-79.4153393969235,43.68414768901239,127904844,Drug Store Pharmacy #1212,396 St Clair Avenue West, , ,Toronto,M5P3N3,760286
-79.34189107396949,43.6896292933812,127904847,Blair Court Pharmacy,266 Donlands Avenue, , ,Toronto,M4J5B1,760289
