_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,LATITUDE,LONGITUDE,geometry
29557,581,8754456,LIBERTY PREPARATORY SCHOOL - CORKTOWN,,162 PARLIAMENT ST,Private,8754456,162,Parliament St,162 Parliament St,M5A 2Z1,former Toronto,Toronto,,43.655020111,-79.3647409261,"{u'type': u'Point', u'coordinates': (-79.3647409261, 43.655020111)}"
29558,582,537109,LILLIAN PUBLIC SCHOOL,Toronto District School Board,1059 LILLIAN ST,English Public,537109,1059,Lillian St,1059 Lillian St,M2M 3G1,North York,Toronto,Lillian Public School,43.7978213697,-79.4103985022,"{u'type': u'Point', u'coordinates': (-79.4103985022, 43.7978213697)}"
29559,583,30114181,LITTLE OWL PRESCHOOL ELEMENTARY,,99A SHEPPARD AVE W,Private,30114181,99A,Sheppard Ave W,99A Sheppard Ave W,,North York,Toronto,,43.7601252178,-79.4160453355,"{u'type': u'Point', u'coordinates': (-79.4160453355, 43.7601252178)}"
29560,584,561946,LOLART SECONDARY SCHOOL,,87 SHEPPARD AVE W,Private,561946,87,Sheppard Ave W,87 Sheppard Ave W,M2N 1M4,North York,Toronto,,43.7603227431,-79.4153540908,"{u'type': u'Point', u'coordinates': (-79.4153540908, 43.7603227431)}"
29561,585,14172941,LORD DUFFERIN JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,350 PARLIAMENT ST,English Public,14172941,350,Parliament St,350 Parliament St,M5A 2Z7,former Toronto,Toronto,Lord Dufferin Public School,43.6608245373,-79.3669550617,"{u'type': u'Point', u'coordinates': (-79.3669550617, 43.6608245373)}"
29562,586,8105948,LORD LANSDOWNE JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,33 ROBERT ST,English Public,8105948,33,Robert St,33 Robert St,M5S 2K2,former Toronto,Toronto,,43.6589530395,-79.401909851,"{u'type': u'Point', u'coordinates': (-79.401909851, 43.6589530395)}"
29563,587,356987,LORD ROBERTS JUNIOR PUBLIC SCHOOL,Toronto District School Board,165 LORD ROBERTS DR,English Public,356987,165,Lord Roberts Dr,165 Lord Roberts Dr,M1K 3W5,Scarborough,Toronto,Lord Roberts Junior Public School,43.7413177791,-79.2636373333,"{u'type': u'Point', u'coordinates': (-79.2636373333, 43.7413177791)}"
29564,588,541018,LORETTO ABBEY CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,101 MASON BLVD,English Separate,541018,101,Mason Blvd,101 Mason Blvd,M5M 3E2,North York,Toronto,Loretto Abbey Catholic Secondary School,43.7412253212,-79.4110818264,"{u'type': u'Point', u'coordinates': (-79.4110818264, 43.7412253212)}"
29565,589,10410585,LORETTO COLLEGE SCHOOL,Toronto Catholic District School Board,151 ROSEMOUNT AVE,English Separate,10410585,151,Rosemount Ave,151 Rosemount Ave,M6H 2N1,former Toronto,Toronto,Loretto College Catholic School,43.6757367137,-79.4432469522,"{u'type': u'Point', u'coordinates': (-79.4432469522, 43.6757367137)}"
29566,590,11484484,LOWELL INTERNATIONAL ACADEMY SECONDARY SCHOOL,,3601 VICTORIA PARK AVE,Private,11484484,3601,Victoria Park Ave,3601 Victoria Park Ave,M1W 3Y3,Scarborough,Toronto,,43.8036486929,-79.3356854772,"{u'type': u'Point', u'coordinates': (-79.3356854772, 43.8036486929)}"
29567,591,366470,LUCY MAUD MONTGOMERY PUBLIC SCHOOL,Toronto District School Board,95 MURISON BLVD,English Public,366470,95,Murison Blvd,95 Murison Blvd,M1B 2L6,Scarborough,Toronto,Lucy Maud Montgomery Public School,43.7969167927,-79.209365718,"{u'type': u'Point', u'coordinates': (-79.209365718, 43.7969167927)}"
29568,592,13494198,LUCY MCCORMICK SENIOR SCHOOL,Toronto District School Board,2717 DUNDAS ST W,English Public,13494198,2717,Dundas St W,2717 Dundas St W,M6P 1Y1,former Toronto,Toronto,Lucy McCormick Senior Public School,43.6646326068,-79.4601799672,"{u'type': u'Point', u'coordinates': (-79.4601799672, 43.6646326068)}"
29569,593,9741281,LYCEE FRANCAIS DE TORONTO,,2327 DUFFERIN ST,Private,9741281,2327,Dufferin St,2327 Dufferin St,M6E 3S5,York,Toronto,D. B. Hood Community School,43.6935935697,-79.4488750654,"{u'type': u'Point', u'coordinates': (-79.4488750654, 43.6935935697)}"
29570,594,316950,LYNNGATE JUNIOR PUBLIC SCHOOL,Toronto District School Board,129 CASS AVE,English Public,316950,129,Cass Ave,129 Cass Ave,M1T 2B5,Scarborough,Toronto,Lynngate Junior Public School,43.7766766424,-79.3006602548,"{u'type': u'Point', u'coordinates': (-79.3006602548, 43.7766766424)}"
29571,595,14174271,LYNNWOOD HEIGHTS JUNIOR PUBLIC SCHOOL,Toronto District School Board,50 SOUTHLAWN DR,English Public,14174271,50,Southlawn Dr,50 Southlawn Dr,M1S 1J1,Scarborough,Toronto,Lynnwood Heights Junior Public School,43.7965807576,-79.2913478665,"{u'type': u'Point', u'coordinates': (-79.2913478665, 43.7965807576)}"
29572,596,20043689,MAC AL-FURQAN SCHOOL,,60 TOWN CENTRE CRT,Private,20043689,60,Town Centre Crt,60 Town Centre Crt,M1P 0B1,Scarborough,Toronto,,43.7733999345,-79.2558617025,"{u'type': u'Point', u'coordinates': (-79.2558617025, 43.7733999345)}"
29573,597,4833177,MACKENZIE ACADEMY,,240 DUNCAN MILL RD,Private,4833177,240,Duncan Mill Rd,240 Duncan Mill Rd,M3B 3S6,North York,Toronto,,43.7622199228,-79.3514531391,"{u'type': u'Point', u'coordinates': (-79.3514531391, 43.7622199228)}"
29574,598,347260,MACKLIN PUBLIC SCHOOL,Toronto District School Board,136 INGLETON BLVD,English Public,347260,136,Ingleton Blvd,136 Ingleton Blvd,M1V 2Y4,Scarborough,Toronto,Macklin Public School,43.8217884563,-79.2674700421,"{u'type': u'Point', u'coordinates': (-79.2674700421, 43.8217884563)}"
29575,599,7939812,MADINAH ISLAMIC SCHOOL,,1015 DANFORTH AVE,Private,7939812,1015,Danforth Ave,1015 Danforth Ave,M4J 1M1,former Toronto,Toronto,Jamiatul Muslemin Of Toronto,43.6804086382,-79.3360711684,"{u'type': u'Point', u'coordinates': (-79.3360711684, 43.6804086382)}"
29576,600,376319,MADINATUL ULOOM ACADEMY INC,,710 PROGRESS AVE,Private,376319,710,Progress Ave,710 Progress Ave,M1H 2X3,Scarborough,Toronto,,43.7786535641,-79.2474745696,"{u'type': u'Point', u'coordinates': (-79.2474745696, 43.7786535641)}"
29577,601,376313,MADINATUL-ULOOM ISLAMIC BOYS AND PRIMARY,,670 PROGRESS AVE,Private,376313,670,Progress Ave,670 Progress Ave,M1H 3A4,Scarborough,Toronto,,43.777743498,-79.2501100015,"{u'type': u'Point', u'coordinates': (-79.2501100015, 43.777743498)}"
29578,602,376317,MADINATUL-ULOOM ISLAMIC GIRLS,,700 PROGRESS AVE,Private,376317,700,Progress Ave,700 Progress Ave,M1H 2Z7,Scarborough,Toronto,,43.7782059907,-79.247910858,"{u'type': u'Point', u'coordinates': (-79.247910858, 43.7782059907)}"
29579,603,509514,MADONNA CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,20 DUBRAY AVE,English Separate,509514,20,Dubray Ave,20 Dubray Ave,M3K 1V5,North York,Toronto,Madonna Catholic Secondary School,43.7294163955,-79.4774829362,"{u'type': u'Point', u'coordinates': (-79.4774829362, 43.7294163955)}"
29580,604,1041845,MADRESATUL BANAAT ALMUSLIMAAT,,10 VULCAN ST,Private,1041845,10,Vulcan St,10 Vulcan St,M9W 1L2,Etobicoke,Toronto,,43.7052672727,-79.5786367526,"{u'type': u'Point', u'coordinates': (-79.5786367526, 43.7052672727)}"
29581,605,563759,MAGNIFICENT MINDS SCHOOL,,37 SOUTHBOURNE AVE,Private,563759,37,Southbourne Ave,37 Southbourne Ave,M3H 1A4,North York,Toronto,Adath Israel Congregation,43.7385452577,-79.4312221028,"{u'type': u'Point', u'coordinates': (-79.4312221028, 43.7385452577)}"
29582,606,836897,MALVERN COLLEGIATE INSTITUTE,Toronto District School Board,55 MALVERN AVE,English Public,836897,55,Malvern Ave,55 Malvern Ave,M4E 3E4,former Toronto,Toronto,Malvern Collegiate Institute,43.6829141497,-79.2929363196,"{u'type': u'Point', u'coordinates': (-79.2929363196, 43.6829141497)}"
29583,607,358756,MALVERN JUNIOR PUBLIC SCHOOL,Toronto District School Board,70 MAMMOTH HALL TRL,English Public,358756,70,Mammoth Hall Trl,70 Mammoth Hall Trl,M1B 1P6,Scarborough,Toronto,Malvern Junior Public School,43.797839461,-79.2332519441,"{u'type': u'Point', u'coordinates': (-79.2332519441, 43.797839461)}"
29584,608,14190806,MALVERN MONTESSORI SCHOOL,,10 SEWELL'S RD,Private,14190806,10,Sewell's Rd,10 Sewell's Rd,M1B 3G5,Scarborough,Toronto,,43.8072429488,-79.2177894185,"{u'type': u'Point', u'coordinates': (-79.2177894185, 43.8072429488)}"
29585,609,359023,MANHATTAN PARK JUNIOR PUBLIC SCHOOL,Toronto District School Board,90 MANHATTAN DR,English Public,359023,90,Manhattan Dr,90 Manhattan Dr,M1R 3V8,Scarborough,Toronto,Manhattan Park,43.7533540032,-79.2953011187,"{u'type': u'Point', u'coordinates': (-79.2953011187, 43.7533540032)}"
29586,610,845017,MANOR MONTESSORI - MOUNT PLEASANT,,909 MOUNT PLEASANT RD,Private,845017,909,Mount Pleasant Rd,909 Mount Pleasant Rd,M4P 2Z6,former Toronto,Toronto,,43.7116041441,-79.3911624303,"{u'type': u'Point', u'coordinates': (-79.3911624303, 43.7116041441)}"
29587,611,385409,MAPLE LEAF COLLEGIATE,,4002 SHEPPARD AVE E,Private,385409,4002,Sheppard Ave E,4002 Sheppard Ave E,M1S 4R5,Scarborough,Toronto,,43.7836906701,-79.2879056184,"{u'type': u'Point', u'coordinates': (-79.2879056184, 43.7836906701)}"
29588,612,504683,MAPLE LEAF PUBLIC SCHOOL,Toronto District School Board,301 CULFORD RD,English Public,504683,301,Culford Rd,301 Culford Rd,M6L 2V4,North York,Toronto,Maple Leaf Public School,43.7148506432,-79.4902752212,"{u'type': u'Point', u'coordinates': (-79.4902752212, 43.7148506432)}"
29590,614,10750672,MARC GARNEAU COLLEGIATE INSTITUTE,Toronto District School Board,135 OVERLEA BLVD,English Public,10750672,135,Overlea Blvd,135 Overlea Blvd,M3C 1B3,North York,Toronto,Marc Garneau Collegiate Institute,43.7089756854,-79.3349679464,"{u'type': u'Point', u'coordinates': (-79.3349679464, 43.7089756854)}"
29591,615,3111592,MARIA MONTESSORI,,125 BRENTCLIFFE RD,Private,3111592,125,Brentcliffe Rd,125 Brentcliffe Rd,M4G 3Y7,East York,Toronto,Northlea United Church,43.717378797,-79.3630591104,"{u'type': u'Point', u'coordinates': (-79.3630591104, 43.717378797)}"
29592,616,4368161,MARIYAH ISLAMIC SCHOOL,,3665 LAWRENCE AVE E,Private,4368161,3665,Lawrence Ave E,3665 Lawrence Ave E,M1G 1P7,Scarborough,Toronto,,43.7603212832,-79.2204196022,"{u'type': u'Point', u'coordinates': (-79.2204196022, 43.7603212832)}"
29593,617,8354441,MARKET LANE JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,246 THE ESPLANADE,English Public,8354441,246,The Esplanade,246 The Esplanade,M5A 4J6,former Toronto,Toronto,Market Lane Ps Jr. & Sr.,43.6498503803,-79.364741396,"{u'type': u'Point', u'coordinates': (-79.364741396, 43.6498503803)}"
29594,618,14190826,MARKHAM INTERNATIONAL COLLEGE SCHOOL,,3195 SHEPPARD AVE E,Private,14190826,3195,Sheppard Ave E,3195 Sheppard Ave E,M1T 3K1,Scarborough,Toronto,,43.7775196028,-79.31237507,"{u'type': u'Point', u'coordinates': (-79.31237507, 43.7775196028)}"
29595,619,14244594,MARSHALL MCLUHAN CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,1107 AVENUE RD,English Separate,14244594,1107,Avenue Rd,1107 Avenue Rd,M5N 3B1,former Toronto,Toronto,Marshall McLuhan Catholic School,43.7076002457,-79.409735163,"{u'type': u'Point', u'coordinates': (-79.409735163, 43.7076002457)}"
29596,620,8087277,MARTINGROVE COLLEGIATE INSTITUTE,Toronto District School Board,50 WINTERTON DR,English Public,8087277,50,Winterton Dr,50 Winterton Dr,M9B 3G7,Etobicoke,Toronto,Martingrove Collegiate Institute,43.6733827723,-79.5607396404,"{u'type': u'Point', u'coordinates': (-79.5607396404, 43.6733827723)}"
29597,621,14207557,MARY MOTHER OF GOD,,1515A QUEEN ST W,Private,14207557,1515A,Queen St W,1515A Queen St W,M6R 1A5,former Toronto,Toronto,,43.6392854033,-79.4414399435,"{u'type': u'Point', u'coordinates': (-79.4414399435, 43.6392854033)}"
29598,622,6947413,MARY SHADD PUBLIC SCHOOL,Toronto District School Board,135 HUPFIELD TRL,English Public,6947413,135,Hupfield Trl,135 Hupfield Trl,M1B 4R6,Scarborough,Toronto,Mary Shadd Public School,43.814395698,-79.2183240429,"{u'type': u'Point', u'coordinates': (-79.2183240429, 43.814395698)}"
29599,623,9467845,MARY WARD CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,3200 KENNEDY RD,English Separate,9467845,3200,Kennedy Rd,3200 Kennedy Rd,M1V 3S8,Scarborough,Toronto,Mary Ward Catholic Secondary School,43.8157534238,-79.3039400657,"{u'type': u'Point', u'coordinates': (-79.3039400657, 43.8157534238)}"
29600,624,349763,MARY WARD LINC AND ESL CENTRE,Toronto Catholic District School Board,44 KELVINWAY DR,English Separate,349763,44,Kelvinway Dr,44 Kelvinway Dr,M1W 1N6,Scarborough,Toronto,Mary Ward Linc and Esl Centre,43.7918372536,-79.3241164541,"{u'type': u'Point', u'coordinates': (-79.3241164541, 43.7918372536)}"
29601,625,2820814,MARYVALE PUBLIC SCHOOL,Toronto District School Board,1325 PHARMACY AVE,English Public,2820814,1325,Pharmacy Ave,1325 Pharmacy Ave,M1R 2J1,Scarborough,Toronto,Maryvale Public School,43.7548220682,-79.3078361832,"{u'type': u'Point', u'coordinates': (-79.3078361832, 43.7548220682)}"
29602,626,360667,MASON ROAD JUNIOR PUBLIC SCHOOL,Toronto District School Board,78 MASON RD,English Public,360667,78,Mason Rd,78 Mason Rd,M1M 3R2,Scarborough,Toronto,Mason Road Junior Public School,43.739056438,-79.2256545936,"{u'type': u'Point', u'coordinates': (-79.2256545936, 43.739056438)}"
29603,627,8594438,MATRIX ACADEMY,,4995 KEELE ST,Private,8594438,4995,Keele St,4995 Keele St,M3J 3B2,North York,Toronto,Keele Reservoir,43.7796400215,-79.4940174471,"{u'type': u'Point', u'coordinates': (-79.4940174471, 43.7796400215)}"
29604,628,13971288,MAURICE CODY JUNIOR PUBLIC SCHOOL,Toronto District School Board,364 BELSIZE DR,English Public,13971288,364,Belsize Dr,364 Belsize Dr,M4S 1N2,former Toronto,Toronto,Maurice Cody Junior Public School,43.7048143191,-79.3776790177,"{u'type': u'Point', u'coordinates': (-79.3776790177, 43.7048143191)}"
29605,629,9311796,MCCANNY SECONDARY SCHOOL,,1051 MCNICOLL AVE,Private,9311796,1051,McNicoll Ave,1051 McNicoll Ave,M1W 3W6,Scarborough,Toronto,,43.8037726233,-79.3334180682,"{u'type': u'Point', u'coordinates': (-79.3334180682, 43.8037726233)}"
29606,630,8680076,MCDONALD INTERNATIONAL ACADEMY,,920 YONGE ST,Private,8680076,920,Yonge St,920 Yonge St,M4W 3C7,former Toronto,Toronto,,43.6741032299,-79.3889952169,"{u'type': u'Point', u'coordinates': (-79.3889952169, 43.6741032299)}"
29607,631,549130,MCDONALD INTERNATIONAL ACADEMY - NORTH YORK,,5 PARK HOME AVE,Private,549130,5,Park Home Ave,5 Park Home Ave,M2N 6L4,North York,Toronto,,43.7685488622,-79.41476498,"{u'type': u'Point', u'coordinates': (-79.41476498, 43.7685488622)}"
29608,632,13973429,MCKEE PUBLIC SCHOOL,Toronto District School Board,35 CHURCH AVE,English Public,13973429,35,Church Ave,35 Church Ave,M2N 6X6,North York,Toronto,McKee Public School,43.774107859,-79.4110562495,"{u'type': u'Point', u'coordinates': (-79.4110562495, 43.774107859)}"
29609,633,6620127,MCMURRICH JUNIOR PUBLIC SCHOOL,Toronto District School Board,115 WINONA DR,English Public,6620127,115,Winona Dr,115 Winona Dr,M6G 3S8,former Toronto,Toronto,McMurrich Junior Public School,43.6780763705,-79.4310619547,"{u'type': u'Point', u'coordinates': (-79.4310619547, 43.6780763705)}"
29610,634,30033326,MCNICOLL AVENUE SCHOOL BUILDING,Toronto District School Board,155 MCNICOLL AVE,English Public,30033326,155,McNicoll Ave,155 McNicoll Ave,M2H 2C1,North York,Toronto,,43.7989816726,-79.3580843926,"{u'type': u'Point', u'coordinates': (-79.3580843926, 43.7989816726)}"
29612,636,10154322,MELODY VILLAGE JUNIOR SCHOOL,Toronto District School Board,520 SILVERSTONE DR,English Public,10154322,520,Silverstone Dr,520 Silverstone Dr,M9V 3L5,Etobicoke,Toronto,Melody Village Public School,43.7381347518,-79.5948425834,"{u'type': u'Point', u'coordinates': (-79.5948425834, 43.7381347518)}"
29613,637,559927,METAMORPHOSIS GREEK ORTHODOX,,30 SCARSDALE RD,Private,559927,30,Scarsdale Rd,30 Scarsdale Rd,M3B 2R7,North York,Toronto,,43.7466801118,-79.3548698162,"{u'type': u'Point', u'coordinates': (-79.3548698162, 43.7466801118)}"
29614,638,8837836,METRO INTERNATIONAL ACADEMY SCHOOL,,1300 DON MILLS RD,Private,8837836,1300,Don Mills Rd,1300 Don Mills Rd,M3B 2W6,North York,Toronto,,43.7454129178,-79.346683029,"{u'type': u'Point', u'coordinates': (-79.346683029, 43.7454129178)}"
29615,639,539270,METROPOLITAN BIBLE BAPTIST CHRISTIAN ACADEMY,,53 MADAWASKA AVE,Private,539270,53,Madawaska Ave,53 Madawaska Ave,M2M 2R2,North York,Toronto,Newtonbrook Baptist Church,43.7943828835,-79.4149573861,"{u'type': u'Point', u'coordinates': (-79.4149573861, 43.7943828835)}"
29616,640,8211543,METROPOLITAN PREPARATORY ACADEMY,,49 MOBILE DR,Private,8211543,49,Mobile Dr,49 Mobile Dr,M4A 1H5,North York,Toronto,,43.7240110448,-79.3183007809,"{u'type': u'Point', u'coordinates': (-79.3183007809, 43.7240110448)}"
29617,641,999998,MICHAEL POWER ST JOSEPH CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,105 ERINGATE DR,English Separate,999998,105,Eringate Dr,105 Eringate Dr,M9C 3Z7,Etobicoke,Toronto,Michael Power/St. Joseph Catholic School,43.6592899897,-79.5819840831,"{u'type': u'Point', u'coordinates': (-79.5819840831, 43.6592899897)}"
29618,642,4304192,MIDLAND ADULT EDUCATION CENTRE,Toronto Catholic District School Board,3320 MIDLAND AVE,English Separate,4304192,3320,Midland Ave,3320 Midland Ave,M1V 5E6,Scarborough,Toronto,,43.8074335012,-79.2893531869,"{u'type': u'Point', u'coordinates': (-79.2893531869, 43.8074335012)}"
29620,644,7471919,MILL VALLEY JUNIOR SCHOOL,Toronto District School Board,411 MILL RD,English Public,7471919,411,Mill Rd,411 Mill Rd,M9C 1Y9,Etobicoke,Toronto,Mill Valley Public School,43.6441893872,-79.5869715709,"{u'type': u'Point', u'coordinates': (-79.5869715709, 43.6441893872)}"
29621,645,375326,MILLIKEN PUBLIC SCHOOL,Toronto District School Board,130 PORT ROYAL TRL,English Public,375326,130,Port Royal Trl,130 Port Royal Trl,M1V 2T4,Scarborough,Toronto,Milliken Public School,43.8165865458,-79.2884969458,"{u'type': u'Point', u'coordinates': (-79.2884969458, 43.8165865458)}"
29622,646,1018827,MILLWOOD JUNIOR SCHOOL,Toronto District School Board,222 MILL RD,English Public,1018827,222,Mill Rd,222 Mill Rd,M9C 1Y2,Etobicoke,Toronto,,43.6334096402,-79.576914819,"{u'type': u'Point', u'coordinates': (-79.576914819, 43.6334096402)}"
29623,647,570770,MILNE VALLEY MIDDLE SCHOOL,Toronto District School Board,100 UNDERHILL DR,English Public,570770,100,Underhill Dr,100 Underhill Dr,M3A 2J9,North York,Toronto,Milne Valley Middle School,43.7472020482,-79.3267091237,"{u'type': u'Point', u'coordinates': (-79.3267091237, 43.7472020482)}"
29624,648,7890983,MIMICO ADULT CENTRE,Toronto District School Board,255 ROYAL YORK RD,English Public,7890983,255,Royal York Rd,255 Royal York Rd,M8V 2V8,Etobicoke,Toronto,,43.6130763326,-79.4966462297,"{u'type': u'Point', u'coordinates': (-79.4966462297, 43.6130763326)}"
29625,649,8731056,MINDWERX4KIDS LEARNING CENTRE,,3825 BLOOR ST W,Private,8731056,3825,Bloor St W,3825 Bloor St W,M9B 1K9,Etobicoke,Toronto,,43.6410805752,-79.5376085289,"{u'type': u'Point', u'coordinates': (-79.5376085289, 43.6410805752)}"
29626,650,2565760,MONARCH PARK COLLEGIATE INSTITUTE,Toronto District School Board,1 HANSON ST,English Public,2565760,1,Hanson St,1 Hanson St,M4J 1G6,former Toronto,Toronto,Monarch Park Collegiate,43.6792807308,-79.3227718926,"{u'type': u'Point', u'coordinates': (-79.3227718926, 43.6792807308)}"
29627,651,7274128,MONSEIGNEUR DE CHARBONNEL CATHOLIC SECONDARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,110 DREWRY AVE,French Separate,7274128,110,Drewry Ave,110 Drewry Ave,M2M 1C8,North York,Toronto,Mgr-De-Charbonnel,43.7866244565,-79.4236071352,"{u'type': u'Point', u'coordinates': (-79.4236071352, 43.7866244565)}"
29628,652,498533,MONSIGNER FRASIER OUR LADY OF MOUNT CARMEL SCHOOL BUILDING,Toronto Catholic District School Board,270 CHEROKEE BLVD,English Separate,498533,270,Cherokee Blvd,270 Cherokee Blvd,M2H 3B9,North York,Toronto,Our Lady Of Mount Carmel Catholic School,43.796613926,-79.3368020983,"{u'type': u'Point', u'coordinates': (-79.3368020983, 43.796613926)}"
29629,653,839707,MONSIGNOR FRASER COLLEGE - ANNEX CAMPUS,Toronto Catholic District School Board,700 MARKHAM ST,English Separate,839707,700,Markham St,700 Markham St,M6G 2M3,former Toronto,Toronto,MSGR Fraser College - Annex Campus,43.6672550542,-79.4137512495,"{u'type': u'Point', u'coordinates': (-79.4137512495, 43.6672550542)}"
29630,654,7753848,MONSIGNOR FRASER COLLEGE - ISABELLA CAMPUS,Toronto Catholic District School Board,146 ISABELLA ST,English Separate,7753848,146,Isabella St,146 Isabella St,M4Y 1P6,former Toronto,Toronto,MSGR Fraser College - Isabella Campus,43.6697491634,-79.3769589373,"{u'type': u'Point', u'coordinates': (-79.3769589373, 43.6697491634)}"
29631,655,7472039,MONSIGNOR FRASER COLLEGE - MIDLAND CAMPUS,Toronto Catholic District School Board,2900 MIDLAND AVE,English Separate,7472039,2900,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,Msgr.  Fraser College Midland Campus,43.8010691647,-79.285717492,"{u'type': u'Point', u'coordinates': (-79.285717492, 43.8010691647)}"
29632,656,7472039,MONSIGNOR FRASER COLLEGE - MIDLAND NORTH CAMPUS,Toronto Catholic District School Board,2900 MIDLAND AVE,English Separate,7472039,2900,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,Msgr.  Fraser College Midland Campus,43.8010691647,-79.285717492,"{u'type': u'Point', u'coordinates': (-79.285717492, 43.8010691647)}"
29633,657,11901997,MONSIGNOR FRASER COLLEGE - MIDTOWN,Toronto Catholic District School Board,36 EGLINTON AVE W,English Separate,11901997,36,Eglinton Ave W,36 Eglinton Ave W,M4R 1A1,former Toronto,Toronto,MSGR Fraser College - Midtown Campus,43.7065950023,-79.399960754,"{u'type': u'Point', u'coordinates': (-79.399960754, 43.7065950023)}"
29634,658,4570683,MONSIGNOR FRASER COLLEGE - NORFINCH CAMPUS,Toronto Catholic District School Board,45 NORFINCH DR,English Separate,4570683,45,Norfinch Dr,45 Norfinch Dr,M3N 1W8,North York,Toronto,MSGR Fraser College - Norfinch Campus,43.7578095275,-79.5270429515,"{u'type': u'Point', u'coordinates': (-79.5270429515, 43.7578095275)}"
29635,659,865004,MONSIGNOR FRASER COLLEGE - ST MARTIN,Toronto Catholic District School Board,55 SALISBURY AVE,English Separate,865004,55,Salisbury Ave,55 Salisbury Ave,M4X 1C5,former Toronto,Toronto,St. Martin Catholic School,43.6671745214,-79.3644258454,"{u'type': u'Point', u'coordinates': (-79.3644258454, 43.6671745214)}"
29636,660,8192155,MONSIGNOR JOHN CORRIGAN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,100 ROYALCREST RD,English Separate,8192155,100,Royalcrest Rd,100 Royalcrest Rd,M9V 5B4,Etobicoke,Toronto,Msgr. John Corrigan Catholic School,43.7515700508,-79.6050136937,"{u'type': u'Point', u'coordinates': (-79.6050136937, 43.7515700508)}"
29637,661,9667012,MONSIGNOR PERCY JOHNSON CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,2170 KIPLING AVE,English Separate,9667012,2170,Kipling Ave,2170 Kipling Ave,M9W 4K9,Etobicoke,Toronto,Msgr. Percy Johnson Catholic High School,43.7206946675,-79.5720168856,"{u'type': u'Point', u'coordinates': (-79.5720168856, 43.7206946675)}"
29638,662,8407358,MONTCREST SCHOOL,,4 MONTCREST BLVD,Private,8407358,4,Montcrest Blvd,4 Montcrest Blvd,M4K 1J7,former Toronto,Toronto,,43.6731667604,-79.3575714495,"{u'type': u'Point', u'coordinates': (-79.3575714495, 43.6731667604)}"
29639,663,7994686,MONTESSORI JEWISH DAY,,55 YEOMANS RD,Private,7994686,55,Yeomans Rd,55 Yeomans Rd,M3H 3J7,North York,Toronto,Beth David Bnai Israel Synagogue,43.7492508687,-79.4398398275,"{u'type': u'Point', u'coordinates': (-79.4398398275, 43.7492508687)}"
29640,664,844204,MONTROSE JUNIOR PUBLIC SCHOOL,Toronto District School Board,301 MONTROSE AVE,English Public,844204,301,Montrose Ave,301 Montrose Ave,M6G 3G9,former Toronto,Toronto,Montrose Public School,43.6586815852,-79.4188437208,"{u'type': u'Point', u'coordinates': (-79.4188437208, 43.6586815852)}"
29642,666,779906,MORSE STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,180 CARLAW AVE,English Public,779906,180,Carlaw Ave,180 Carlaw Ave,M4M 2R9,former Toronto,Toronto,Morse Street Junior Public School,43.6601669225,-79.3401666941,"{u'type': u'Point', u'coordinates': (-79.3401666941, 43.6601669225)}"
29643,667,1027151,MOTHER CABRINI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,720 RENFORTH DR,English Separate,1027151,720,Renforth Dr,720 Renforth Dr,M9C 2N9,Etobicoke,Toronto,Mother Cabrini Catholic School,43.6636644387,-79.5860339131,"{u'type': u'Point', u'coordinates': (-79.5860339131, 43.6636644387)}"
29644,668,64159,MOUNTVIEW ALTERNATIVE JUNIOR SCHOOL,Toronto District School Board,569 JANE ST,English Public,64159,569,Jane St,569 Jane St,M6S 4A3,York,Toronto,Runnymede Collegiate Institute,43.6635322655,-79.4898113825,"{u'type': u'Point', u'coordinates': (-79.4898113825, 43.6635322655)}"
29645,669,544255,MUIRHEAD PUBLIC SCHOOL,Toronto District School Board,25 MUIRHEAD RD,English Public,544255,25,Muirhead Rd,25 Muirhead Rd,M2J 3W3,North York,Toronto,Muirhead Public School,43.7788840209,-79.3374501774,"{u'type': u'Point', u'coordinates': (-79.3374501774, 43.7788840209)}"
