lat,long,sqft,parking,mean_district_income,bedrooms_bg,bedrooms_ag,bathrooms,final_price,type_Att/Row/Twnhouse,type_Co-Op Apt,type_Co-Ownership Apt,type_Comm Element Condo,type_Condo Apt,type_Condo Townhouse,type_Detached,type_Link,type_Plex,type_Semi-Detached,type_Store W/Apt/Offc
43.6339185,-79.57349169999998,1300.0,4,62378,1,3,2,1270000,0,0,0,0,0,0,1,0,0,0,0
43.64178130000001,-79.4234261,650.0,0,45737,1,1,2,419000,0,0,0,0,1,0,0,0,0,0,0
43.801356,-79.31781649999998,750.0,1,31826,1,1,1,338000,0,0,0,0,1,0,0,0,0,0,0
43.65505539999999,-79.3847211,650.0,1,56526,1,1,2,650000,0,0,0,0,1,0,0,0,0,0,0
43.672910200000004,-79.4265083,,1,54460,0,2,2,815000,1,0,0,0,0,0,0,0,0,0,0
43.828092299999994,-79.2324051,,2,39556,1,4,4,842000,0,0,0,0,0,0,1,0,0,0,0
43.8105024,-79.3252772,,4,31786,1,3,4,1010000,0,0,0,0,0,0,1,0,0,0,0
43.66457949999999,-79.4106917,550.0,0,50757,0,1,1,602500,0,0,0,0,1,0,0,0,0,0,0
43.6460058,-79.38990849999998,550.0,0,70600,1,1,1,660000,0,0,0,0,1,0,0,0,0,0,0
43.76419320000001,-79.4127583,950.0,1,72371,0,2,2,571000,0,0,0,0,1,0,0,0,0,0,0
43.7630357,-79.3348938,,3,42516,3,3,4,835000,0,0,0,0,0,0,0,0,0,1,0
43.6064538,-79.55615970000002,,3,47709,2,3,2,1070000,0,0,0,0,0,0,1,0,0,0,0
43.791493700000004,-79.32663570000003,,4,31826,0,3,2,1080000,0,0,0,0,0,0,1,0,0,0,0
43.7696635,-79.413783,550.0,1,44576,0,1,1,617000,0,0,0,0,1,0,0,0,0,0,0
43.7694863,-79.36892009999998,850.0,1,52035,1,2,2,600000,0,0,0,0,1,0,0,0,0,0,0
43.794462599999996,-79.3127827,950.0,1,31826,1,1,1,338900,0,0,0,0,1,0,0,0,0,0,0
43.7702669,-79.28714690000002,750.0,1,31692,0,2,1,309000,0,0,0,0,1,0,0,0,0,0,0
43.61522919999999,-79.48894859999999,750.0,1,54438,0,1,1,509000,0,0,0,0,1,0,0,0,0,0,0
43.738339700000004,-79.2144277,,3,32913,1,3,2,950000,0,0,0,0,0,0,1,0,0,0,0
43.6417745,-79.5798563,1300.0,1,62378,0,3,2,569500,0,0,0,0,0,1,0,0,0,0,0
43.6652559,-79.33692930000002,1300.0,2,53803,0,3,2,1150000,0,0,0,0,0,0,0,0,0,1,0
43.773709000000004,-79.25877009999998,850.0,1,33256,0,3,2,562000,0,0,0,0,1,0,0,0,0,0,0
43.7246745,-79.61534309999998,750.0,1,31771,0,2,1,448500,0,0,0,0,1,0,0,0,0,0,0
43.7246581,-79.61542779999998,650.0,1,31771,1,1,1,402500,0,0,0,0,1,0,0,0,0,0,0
43.6782309,-79.4258625,,0,54460,1,3,3,1400000,0,0,0,0,0,0,0,0,0,1,0
